iter	Logloss
368	0.07083634061
369	0.07061648107
370	0.07044228631
371	0.07031263101
372	0.07030642858
373	0.07002632194
374	0.06951037196
375	0.06932970827
376	0.06907821585
377	0.06874357191
378	0.06854862253
379	0.06845536207
380	0.06801963343
381	0.06796193896
382	0.0678603136
383	0.06778459806
384	0.06768386589
385	0.06761963622
386	0.06758310595
387	0.06743091395
388	0.06711967279
389	0.06677887593
390	0.06649581511
391	0.06610237468
392	0.06601085391
393	0.06563543299
394	0.0651734702
395	0.06487159145
396	0.06477439473
397	0.06435360951
398	0.06421996323
399	0.06410379105
400	0.06402320028
401	0.06399973989
402	0.06362440804
403	0.06343426838
404	0.06335427785
405	0.06316490678
406	0.06299261466
407	0.06282403713
408	0.06261726308
409	0.06227360301
410	0.06216365377
411	0.06187104959
412	0.06132912088
413	0.06113796111
414	0.06097925911
415	0.06075359304
416	0.06063465396
417	0.06049877865
418	0.06045723748
419	0.06028999916
420	0.06024745368
421	0.0600731773
422	0.05985064288
423	0.05972217923
424	0.05963362141
425	0.0593797159
426	0.05932681494
427	0.05923996784
428	0.05905334143
429	0.05898562311
430	0.05885814201
431	0.05872886057
432	0.0584959705
433	0.05848290671
434	0.05832276168
435	0.05808430317
436	0.0580050532
437	0.05787464376
438	0.05765971984
439	0.05758984205
440	0.05752688114
441	0.05737632151
442	0.05721263936
443	0.05709882396
444	0.05702941096
445	0.05676848686
446	0.05652148218
447	0.05633298876
448	0.05625560699
449	0.05607011209
450	0.05592298406
451	0.05573043689
452	0.05552667607
453	0.05538926265
454	0.05536052514
455	0.05531603164
456	0.05518200251
457	0.05510081198
458	0.05498668684
459	0.05485362371
460	0.05475360265
461	0.0546651171
462	0.05441724935
463	0.05430201194
464	0.05426373203
465	0.05424568891
466	0.05418339644
467	0.05403817494
468	0.05391043878
469	0.0537711539
470	0.05364955438
471	0.0532471583
472	0.05292786257
473	0.05282240133
474	0.05273992711
475	0.052560681
476	0.05242285114
477	0.05235456165
478	0.05226901057
479	0.05206404518
480	0.05194596647
481	0.05180037368
482	0.05177357072
483	0.05166255656
484	0.05151885309
485	0.05123870933
486	0.05116247285
487	0.0510226637
488	0.05099089201
489	0.05083726514
490	0.0506767767
491	0.05056207985
492	0.05052763502
493	0.05042108451
